tag,n_uses,avg_rating,rating_std,n_movies,n_users,is_positive,is_negative
revenge,143,3.7622378,1.0171628725372335,1826,1337,False,False
private detective,14,3.75,0.8933515114874565,156,161,False,False
ben affleck,12,3.75,0.9885710532241612,37,307,False,False
bisexual,10,3.75,1.0069204977995476,110,141,False,False
murder mystery,16,3.75,0.752772652709081,141,402,False,False
gay romance,12,3.75,1.3228756555322954,98,214,False,False
sexual abuse,10,3.75,0.5892556509887895,142,152,False,False
beautiful cinematography,10,3.75,0.7546154281781179,55,310,True,False
con artists,10,3.75,0.7168604389202189,55,208,False,False
charlize theron,12,3.75,1.3228756555322951,36,275,False,False
brutality,18,3.75,0.9889090840267311,445,232,False,False
memory loss,12,3.75,1.177439440635329,115,175,False,False
claustrophobic,18,3.75,1.088036547829054,121,396,False,False
mcu,31,3.7419355,1.1537689524765888,40,294,False,False
spy,51,3.735294,0.9610043765585596,507,634,False,False
assassin,49,3.7346938,1.0211413182496998,453,553,False,False
twist,15,3.7333333,0.8208590157935307,197,473,False,False
cia,30,3.7333333,0.8482571720209959,193,356,False,False
1980s,30,3.7333333,0.9071871393197362,559,504,False,False
haunted house,15,3.7333333,1.1159023681479017,223,266,False,False
tim burton,24,3.7291667,1.1607640537188413,29,451,False,False
brazil,11,3.7272727,1.3668144783334049,140,167,False,False
less than 300 ratings,11,3.7272727,0.3437758254761643,694,38,False,False
story,22,3.7272727,1.0434292447236604,375,337,False,False
scotland,20,3.725,1.1751259730903658,146,220,False,False
corruption,45,3.7222223,0.9802339444533563,686,628,False,False
violent,36,3.7222223,1.051831358321859,275,835,False,False
parody,73,3.7191782,1.0307302608461868,436,933,False,False
biopic,16,3.71875,0.9303897032964198,241,208,False,False
small town,39,3.7179487,0.9514177218821769,786,440,False,False
talking animals,23,3.7173913,1.0093436994192375,227,370,False,False
lgbt,30,3.7166667,1.0802564616740349,619,403,False,False
abuse,14,3.7142856,0.8483986208028745,211,183,False,False
family relationships,28,3.7142856,1.092301100027686,962,288,False,False
sandra bullock,19,3.7105262,0.8218507142366112,36,321,False,False
paul rudd,12,3.7083333,0.721687836487032,31,218,False,False
visual,12,3.7083333,1.195794398056891,43,232,False,False
robert downey jr.,24,3.7083333,0.9315329426211431,38,492,False,False
race against time,12,3.7083333,0.98761267097926,288,105,False,False
cars,24,3.7083333,1.0206207261596574,129,372,False,False
china,12,3.7083333,0.7525210155124432,274,247,False,False
virus,12,3.7083333,1.6160886189322738,155,230,False,False
james bond,22,3.7045455,0.7505409304706095,36,349,False,False
campy,27,3.7037036,0.992851945536184,412,426,False,False
survival,81,3.7037036,0.8936504412303006,680,1006,False,False
detective,30,3.7,0.9613209303008454,647,539,False,False
steampunk,28,3.6964285,0.9655097072059889,78,396,False,False
terrorism,23,3.6956522,0.6167939547439613,389,421,False,False
singing,13,3.6923077,1.0904597948125203,735,126,False,False
dystopian,13,3.6923077,0.947330933431342,91,348,False,False
aviation,13,3.6923077,1.3468862476477232,113,207,False,False
foreign,13,3.6923077,1.1821319289469756,369,185,False,False
mine,16,3.6875,0.6020797289396148,446,14,False,False
witch,16,3.6875,0.873212459828649,298,268,False,False
conspiracy,59,3.6864407,1.0081491452193116,511,764,False,False
espionage,51,3.6862745,0.8182956941944978,297,762,False,False
nudity (topless),104,3.6826923,1.0862282035702793,1630,971,False,False
television,11,3.6818182,0.6809084840390548,320,119,False,False
comic book,55,3.6818182,1.0016820869752054,229,786,False,False
gene hackman,11,3.6818182,0.8447700063546075,54,147,False,False
seen 2021,11,3.6818182,0.4045199174779452,296,3,False,False
robot,14,3.6785715,0.7495419846901086,302,209,False,False
death,51,3.6764705,1.0335546884987012,1968,510,False,False
nudity (topless - notable),20,3.675,1.216930997481607,310,379,False,False
zombie,20,3.675,1.320635811784771,389,286,False,False
scientist,15,3.6666667,1.0293317295817757,525,201,False,False
prostitution,12,3.6666667,0.8071648849616486,428,263,False,False
manipulation,12,3.6666667,1.19341628287971,275,184,False,False
dogs,15,3.6666667,1.2051476890327395,151,237,False,False
blu-ray,12,3.6666667,0.6853444168423419,333,3,False,False
post-apocalyptic,103,3.6650486,0.9711231356935284,288,1337,False,False
disney,70,3.6571429,1.0650673828545796,655,724,False,False
car chase,35,3.6571429,0.8809372396306485,493,451,False,False
tom cruise,32,3.65625,1.0582814736256867,41,620,False,False
gunfight,16,3.65625,1.0282468899377555,461,169,False,False
hugh jackman,16,3.65625,1.150633883271883,27,345,False,False
high school,71,3.6549296,1.0941126518644315,789,865,False,False
hotel,13,3.6538463,0.7183492472506955,689,129,False,False
california,13,3.6538463,0.6577935144802719,442,93,False,False
supernatural,40,3.65,0.962102398729483,507,612,False,False
dark fantasy,10,3.65,1.2703892666773007,78,326,False,False
unrequited love,10,3.65,1.292069829554287,241,63,False,False
no opening credits,10,3.65,0.7090682462060882,391,7,False,False
cult,24,3.6458333,1.1654367222733237,339,392,False,False
cold war,14,3.642857,1.0994504121565505,205,425,False,False
betrayal,14,3.642857,1.1507283885330302,806,170,False,False
spies,14,3.642857,0.9492622930986468,61,306,False,False
patrick stewart,14,3.642857,1.1168047041684357,31,136,False,False
british,54,3.6388888,1.191228423616858,558,764,False,False
emma stone,22,3.6363637,1.0821255338433111,23,410,False,False
baseball,11,3.6363637,0.9510759457296007,196,171,False,False
mockumentary,31,3.6290324,0.9216628264128904,196,529,False,False
nudity (full frontal),47,3.6276596,0.9861435929614639,475,635,False,False
ryan reynolds,12,3.625,0.8012773892638271,38,283,False,False
breaking the fourth wall,12,3.625,0.8291561975888498,170,232,False,False
romantic comedy,48,3.625,1.074362750261259,368,595,False,False
vigilante,16,3.625,1.1761519176251567,221,340,False,False
sports,33,3.621212,1.0157379016500687,422,422,False,False
new york,17,3.6176472,1.152841757418189,596,308,False,False
aliens,102,3.6176472,0.9929864710180735,427,1280,False,False
new zealand,13,3.6153846,0.9163752450517143,89,210,False,False
feminist,26,3.6153846,1.251460685021246,192,361,False,False
sword fight,22,3.6136363,1.0682854329409186,346,359,False,False
movie business,14,3.607143,0.9441840479925069,303,192,False,False
pop culture,10,3.6,0.699205898780101,85,106,False,False
1950s,15,3.6,0.8904252595569955,348,218,False,False
vampires,32,3.59375,0.9283830897266078,163,545,False,False
dystopic future,16,3.59375,1.186293246489529,76,390,False,False
humor,27,3.5925925,1.1851406686796317,230,626,False,False
father daughter relationship,33,3.590909,0.9392029986788121,988,344,False,False
hallucination,11,3.590909,1.1139609916460678,378,188,False,False
superhero,116,3.5905173,1.0396469675286195,379,1347,False,False
strong female character,12,3.5833333,1.1448170424159752,222,174,False,False
depression,24,3.5833333,1.2038585308576921,376,472,False,False
post apocalyptic,24,3.5833333,1.3486439781165913,108,562,False,False
forest,18,3.5833333,0.8445325891388957,578,156,False,False
lgbtq+,12,3.5833333,0.8747293953855187,251,178,False,False
marriage,25,3.58,0.85,930,248,False,False
female nudity,19,3.5789473,1.0036483156566685,1051,138,False,False
teen,33,3.5757575,0.9364261526644476,231,456,False,False
poverty,20,3.575,1.0794126082955342,453,296,False,False
david lynch,14,3.5714285,1.6035674514745464,21,285,False,False
psychopath,14,3.5714285,0.977775002771065,486,174,False,False
murder,105,3.5714285,0.9025300214178139,3810,723,False,False
meryl streep,14,3.5714285,1.2066664642907567,43,310,False,False
experimental,14,3.5714285,1.1241602482458912,212,200,False,False
spoof,22,3.5681818,1.0384908297443955,292,271,False,False
short film,15,3.5666666,0.9036961141150641,485,137,False,False
over the top,15,3.5666666,0.9611501047232549,234,313,False,False
bechdel test:fail,23,3.5652175,0.9451352455659809,350,200,False,False
acting,54,3.5648148,1.107633446520938,719,546,False,False
slapstick,16,3.5625,0.9287087810503355,240,286,False,False
torture,34,3.5588236,0.9355334394874865,701,478,False,False
surrealism,27,3.5555556,1.2429287167298835,785,755,False,False
disaster,19,3.5526316,0.9558988911273407,214,293,False,False
dance,20,3.55,1.050062654772261,466,334,False,False
oscar (best effects - visual effects),10,3.55,1.2572014777097404,34,170,False,False
alter ego,10,3.55,0.9559753599799992,89,158,False,False
train,10,3.55,1.0124228365658294,717,167,False,False
humour,10,3.55,1.091634859587521,49,257,False,False
guns,10,3.55,1.4033689623347256,156,233,False,False
gangsters,21,3.547619,1.4569210848975478,136,396,False,False
road movie,12,3.5416667,1.2695441797127125,286,260,False,False
sexual,12,3.5416667,0.864931246172816,84,231,False,False
absurd,38,3.5394738,1.2540829477468,279,628,False,False
child abuse,14,3.5357144,0.9896441807011267,279,242,False,False
sylvester stallone,15,3.5333333,1.1720962092804172,44,149,False,False
witchcraft,15,3.5333333,0.8121107126025425,182,242,False,False
grief,15,3.5333333,1.2169438692694008,362,201,False,False
martial arts,61,3.5327868,1.2037055719008432,917,847,False,False
zombies,63,3.5317461,1.1247688503500928,250,842,False,False
airport,16,3.53125,1.1025538535599975,303,94,False,False
low budget,34,3.5294118,1.4404396239205681,342,448,False,False
1960s,35,3.5285714,0.8739940195553326,515,347,False,False
19th century,19,3.5263157,1.241344300552679,376,258,False,False
musical,96,3.5260417,1.2255391760077785,1280,1038,False,False
police,54,3.5092592,1.0837162683951673,1526,467,False,False
airplane,10,3.5,1.0,599,121,False,False
amnesia,21,3.5,1.2747548783981961,242,318,False,False
witches,11,3.5,1.0,69,151,False,False
horror comedy,13,3.5,1.241638702145945,120,267,False,False
good versus evil,17,3.5,1.0897247358851683,417,208,False,False
siblings,13,3.5,0.9128709291752769,194,164,False,False
secrets,12,3.5,0.929320377284585,135,203,False,False
owen wilson,12,3.5,1.1481209945740989,33,229,False,False
australia,18,3.5,1.3060943124220303,296,194,False,False
blockbuster,10,3.5,0.7817359599705715,323,38,False,False
blood splatter,10,3.5,1.0,534,10,False,False
nazi,10,3.5,1.3123346456686351,355,105,False,False
surveillance,13,3.5,1.1902380714238083,294,230,False,False
teacher,14,3.5,0.8320502943378437,542,140,False,False
ewan mcgregor,18,3.5,1.124591429076774,38,308,False,False
fear,12,3.5,1.0660035817780522,623,52,False,False
nicolas cage,20,3.5,1.025978352085154,66,408,False,False
mark wahlberg,14,3.5,1.4935759876113537,36,235,False,False
menacing,10,3.5,1.2692955176439846,91,87,False,False
christmas,35,3.5,1.0641207361838556,779,549,False,False
england,33,3.4848485,1.0268645273724073,566,488,False,False
star wars,30,3.4833333,1.2763318488957907,56,672,False,False
short,18,3.4722223,1.2422965240210453,907,235,False,False
monsters,18,3.4722223,0.9772744545301101,111,223,False,False
marijuana,17,3.4705882,1.2050750525809342,327,217,False,False
deception,16,3.46875,1.1898004034290792,728,202,False,False
jungle,14,3.4642856,1.1000749225233866,289,161,False,False
r,14,3.4642856,0.9085975184587787,555,91,False,False
franchise,26,3.4615386,1.2159200378567407,334,336,False,False
directorial debut,12,3.4583333,1.3561029280682024,417,171,False,False
fighting,12,3.4583333,0.864931246172816,266,233,False,False
cooking,11,3.4545455,1.1716344450071756,166,181,False,False
gangs,11,3.4545455,1.5883095645141951,78,189,False,False
julia roberts,11,3.4545455,1.0357254813546266,39,265,False,False
money,11,3.4545455,0.7891307069980693,728,175,False,False
silly,32,3.453125,1.0877571998412383,482,602,False,False
matthew mcconaughey,10,3.45,1.165475582469806,32,358,False,False
animated,10,3.45,1.2122064363978786,221,314,False,False
new york city,57,3.4473684,1.0337354703000141,1195,595,False,False
france,37,3.445946,1.0326865165389938,876,361,False,False
nudity (full frontal - notable),16,3.4375,0.9979144919948468,169,368,False,False
marvel,69,3.4347825,1.2093783146428534,89,837,False,False
los angeles,36,3.4305556,0.9867173410410457,577,257,False,False
crude humor,21,3.4285715,1.2578326029893077,126,433,False,False
island,21,3.4285715,1.1323174718880111,430,243,False,False
liam neeson,14,3.4285715,0.9376144618769907,53,297,False,False
college,21,3.4285715,1.2377975832674974,369,315,False,False
snow,14,3.4285715,1.2066664642907567,506,136,False,False
1970s,28,3.4285715,0.8683134537528795,555,354,False,False
paris,34,3.4264705,1.0949771890607036,535,458,False,False
internet,12,3.4166667,0.9003366373785201,160,211,False,False
occult,12,3.4166667,0.596708141439855,210,196,False,False
alien invasion,23,3.4130435,1.0515375529653912,188,440,False,False
nasa,11,3.409091,1.5623409009909106,73,224,False,False
hollywood,11,3.409091,1.044465935734187,279,217,False,False
star trek,21,3.4047618,1.3001831372834327,29,267,False,False
cgi,19,3.3947368,0.9064421806715444,243,325,False,False
immortality,14,3.392857,1.3035243857234984,147,272,False,False
korean,14,3.392857,0.8809647558778393,164,319,False,False
daniel craig,13,3.3846154,0.8204126541423671,25,259,False,False
vampire,21,3.3809524,1.0356732339976,367,298,False,False
gore,71,3.3802817,1.2434536832444727,928,757,False,False
hand to hand combat,12,3.375,1.1505927326224672,343,30,False,False
rescue,12,3.375,1.0028368851322822,660,93,False,False
adapted from:comic,15,3.3666666,0.9347777938149386,88,170,False,False
chase,11,3.3636363,1.2060453783110545,933,163,False,False
teenage girl,11,3.3636363,0.9244162777371753,571,78,False,False
bleak,18,3.3611112,1.3039031400732228,202,294,False,False
bullying,14,3.357143,1.15072838853303,271,226,False,False
flashback,14,3.357143,1.2469743601794927,1101,63,False,False
nudity,21,3.357143,1.2056415008498291,912,331,False,False
will smith,27,3.351852,1.3068960203387292,33,489,False,False
school,10,3.35,1.1796892246124258,496,188,False,False
bdsm,10,3.35,1.4151953143569187,131,151,False,False
super-hero,10,3.35,0.7090682462060882,44,191,False,False
las vegas,10,3.35,0.9442810316143528,120,194,False,False
sex,23,3.347826,1.004928566080645,1415,436,False,False
kirsten dunst,13,3.3461537,1.214231845389905,28,187,False,False
shootout,13,3.3461537,1.0875165781229765,640,67,False,False
dream,12,3.3333333,1.5859229221975182,505,122,False,False
father son relationship,12,3.3333333,1.2492421945347751,926,70,False,False
alien,21,3.3333333,1.028753290800731,498,290,False,False
computer animation,21,3.3333333,1.3070322617798436,157,239,False,False
blood,28,3.3214285,1.132142231235118,1434,230,False,False
monster,30,3.3166666,1.1483371285992368,707,358,False,False
007,13,3.3076923,0.878883324131194,28,143,False,False
christianity,26,3.3076923,1.407671290301277,370,472,False,False
depressing,56,3.3035715,1.3607436851308097,323,837,False,False
epidemic,10,3.3,1.3581032524975574,85,194,False,False
wedding,12,3.2916667,0.98761267097926,630,204,False,False
demons,12,3.2916667,1.3727598832169072,111,221,False,False
angelina jolie,12,3.2916667,0.6894771844512246,29,261,False,False
confusing,31,3.2903225,1.2434776070117968,212,501,False,False
found footage,19,3.2894738,1.4843235409670648,243,239,False,False
experiment,14,3.2857144,1.2043875831929898,286,160,False,False
so bad it's good,18,3.2777777,1.2973074176723545,183,268,False,True
dinosaurs,18,3.2777777,1.2032092163462902,60,333,False,False
alcoholism,18,3.2777777,0.988495919569998,317,238,False,False
dog,20,3.275,1.105905201990421,1131,163,False,False
fistfight,11,3.2727273,0.9839623052646977,520,10,False,False
husband wife relationship,13,3.2692308,0.7803680919760616,1154,58,False,False
escape,19,3.2631578,1.1591234841301372,907,212,False,False
sequel,59,3.2627118,0.8677951262041667,1253,526,False,False
boxing,12,3.25,1.3568010505999362,200,291,False,False
slasher,18,3.25,1.0325582165612917,435,216,False,False
infidelity,16,3.25,0.7071067811865475,838,209,False,False
dancing,14,3.25,1.0143205380185072,843,209,False,False
slow paced,32,3.25,1.3013640486415683,352,659,False,False
police corruption,24,3.2291667,1.188524538960027,189,268,False,False
brothers,11,3.2272727,1.0808246010254476,157,177,False,False
australian,11,3.2272727,1.2720777563426766,191,110,False,False
based on a comic,19,3.2105262,0.917662935482247,103,360,False,False
pregnancy,22,3.2045455,1.2017753822008792,628,217,False,False
stalker,10,3.2,0.8881941729649487,213,136,False,False
emily blunt,10,3.2,0.5868938953886336,25,244,False,False
london,25,3.2,1.0897247358851683,291,300,False,False
nihilism,10,3.2,1.0327955589886446,112,155,False,False
motorcycle,13,3.1923077,1.1996260100975487,496,115,False,False
adam sandler,13,3.1923077,1.2506408613597126,41,351,False,False
cannibalism,21,3.1666667,1.417156777965421,225,405,False,False
love triangle,15,3.1666667,0.6986381310057719,488,141,False,False
home invasion,12,3.1666667,1.1742179860604582,244,115,False,False
nicole kidman,15,3.1666667,1.5773697214335127,45,280,False,False
explosion,15,3.1666667,1.0465362369445672,884,29,False,False
teenager,12,3.1666667,1.1742179860604585,904,208,False,False
suicide,40,3.1625,1.336794386122724,1109,565,False,False
chick flick,25,3.16,1.3047988350699888,191,433,False,False
rape,57,3.1578948,1.1770039701991926,874,576,False,False
russian,23,3.152174,1.518333286330589,397,186,False,False
kidnapping,33,3.1515152,1.1624653790869464,1039,380,False,False
foul language,10,3.15,1.4539218991709593,147,112,False,False
strange,10,3.15,1.4151953143569187,113,247,False,False
funeral,10,3.15,1.0814085465005558,472,71,False,False
fight,10,3.15,0.944281031614353,905,58,False,False
product placement,14,3.142857,1.1507283885330302,306,142,False,False
doctor,11,3.1363637,1.1851352051751118,838,53,False,False
eddie murphy,12,3.125,1.4321788867443772,33,194,False,False
teen movie,23,3.1086957,1.0761518325953912,272,405,False,False
feminism,35,3.1,1.494106067579029,305,551,False,False
ridiculous,20,3.1,1.4473205733717953,214,397,False,False
nightmare,10,3.1,1.429840705968481,471,80,False,False
caper,10,3.1,0.966091783079296,121,105,False,False
weak ending,10,3.1,0.9660917830792959,72,228,False,False
femme fatale,11,3.090909,1.1579762911688178,312,192,False,False
nudity (topless - brief),11,3.090909,1.1361818036340356,283,237,False,False
kurt russell,11,3.090909,1.4109957799047774,25,168,False,False
independent film,24,3.0833333,1.3405601251996726,2861,318,False,False
superheroes,12,3.0833333,1.378954368902449,54,211,False,False
teenagers,18,3.0833333,0.988909084026731,288,282,False,False
duringcreditsstinger,12,3.0833333,1.1448170424159752,475,12,False,False
children,25,3.08,1.2884098726725126,614,441,False,False
incest,19,3.0789473,0.9897131724609357,286,280,False,False
conspiracy theory,13,3.0769231,1.7301993363742063,94,347,False,False
jack black,14,3.0714285,1.1411388181101376,33,253,False,False
food,15,3.0666666,1.237316604977231,423,260,False,False
pistol,10,3.05,1.1413929112175956,694,13,False,False
shot in the head,10,3.05,1.3834337312964755,396,5,False,False
1930s,11,3.0454545,0.9070431482169262,293,199,False,False
mexico,12,3.0416667,1.137348058450273,323,236,False,False
hospital,12,3.0416667,0.8908201872772114,833,109,False,False
long,38,3.0263157,1.1621704323368447,446,641,False,False
unrealistic,25,3.0,1.190238071423808,339,504,False,False
combat,10,3.0,1.4142135623730951,288,50,False,False
restaurant,10,3.0,0.7817359599705717,630,73,False,False
fire,11,3.0,1.1180339887498947,767,41,False,False
shot in the chest,10,3.0,1.3333333333333333,481,5,False,False
slow,74,2.9932432,1.2092487287433547,766,1038,False,False
too long,54,2.9722223,1.0159885355664775,421,771,False,False
car accident,11,2.9545455,1.2738631295108878,528,49,False,False
plot,25,2.94,1.3410195126594293,300,288,False,False
shot to death,11,2.909091,1.2210278829367867,599,5,False,False
singer,10,2.9,1.0749676997731399,657,42,False,False
voice over narration,10,2.9,1.0488088481701516,504,41,False,False
aftercreditsstinger,14,2.892857,1.3327036058700004,269,22,False,False
teacher student relationship,11,2.8636363,0.9244162777371754,184,83,False,False
mother son relationship,14,2.857143,0.9889499370655614,872,86,False,False
female director,28,2.857143,1.2461581171384524,539,194,False,False
ussr,10,2.85,1.1316163464511972,178,74,False,False
party,13,2.8461537,1.1616191175936175,745,119,False,False
desert,16,2.84375,1.399032403722897,518,237,False,False
predictable,133,2.800752,1.1529603688819272,871,1402,False,False
remake,40,2.8,1.3387709633494793,706,550,False,False
cheesy,40,2.8,1.2444749691006038,410,642,False,False
script,14,2.7857144,1.1217137594956024,299,92,False,False
childish,14,2.75,1.139331787969125,175,301,False,False
gun,10,2.75,1.550089603144856,842,22,False,False
bar,12,2.75,1.1965860528261985,675,35,False,False
propaganda,16,2.71875,1.4138452296249875,257,324,False,False
overrated,68,2.7132354,1.0903791496901512,472,892,False,False
bare chested male,11,2.6818182,1.3090593430537685,916,13,False,False
canadian,11,2.6363637,0.9510759457296007,303,51,False,False
unlikeable characters,11,2.6363637,1.1851352051751118,147,233,False,False
pretentious,23,2.6304348,1.423962072595237,284,395,False,False
plot holes,40,2.6125,1.2734341818031334,324,666,False,False
bad ending,30,2.5666666,1.1724814044061256,248,381,False,True
poland,11,2.5454545,1.386624416605763,225,72,False,False
bad science,36,2.4166667,1.3065767704742257,186,560,False,True
weak plot,14,2.357143,0.7949013346750223,128,258,False,False
disappointing,19,2.3421052,0.9287481356186965,192,361,False,True
woman director,13,2.3076923,1.2168686168889518,3602,105,False,False
pointless,12,2.2083333,1.2332207155790618,181,241,False,False
bad writing,11,2.090909,0.8312094145936334,123,291,False,True
boring,115,2.0869565,1.0413824936559377,1525,1321,False,True
cliche,23,2.0,1.148120994574099,319,494,False,False
bad script,20,2.0,1.025978352085154,157,298,False,True
stupid,35,1.9857143,1.1973359784864694,469,719,False,False
bad dialogue,17,1.9411764,1.0735797731942256,126,276,False,True
bad acting,40,1.9125,1.120253519841803,712,691,False,True
unoriginal,10,1.8,0.8881941729649485,80,221,False,False
not funny,15,1.6666666,0.8380817098475258,211,270,False,False
bad plot,18,1.6388888,0.8711985583692016,219,353,False,True
